OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Current_name,category,Previous_name,Original_designation,Change_des?,Original_establishment_year,Dataset_area_ha,calculated_area_ha,Province,District,Commune,reference,last_upd_1,language_1,contract_date,sub_decree_date,Name,year_establishment,Inside_PA,PA_name,current_designation,previous designation,Change_des,Original_establishment_Year2,Area_msq,area_ha,Shape_Length_1,Shape_Area_1,Shape_Length,Shape_Area
55,1,14,18,Preah Monivong National Park,National Park,Preah Monivong (Bokor),National Park and ASEAN Heritage Park,Y,1993,141800.4589,"140,000",Kampot,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Camland I,2000,Y,Preah Monivong National Park,National Park, , ,1993,56430284.83,5643.028483,70436.2315,56430284.83,182206.7715,1418004589
56,1,14,19,Preah Monivong National Park,National Park,Preah Monivong (Bokor),National Park and ASEAN Heritage Park,Y,1993,141800.4589,"140,000",Kampot,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,World Tristar,2005,Y,Preah Monivong National Park,National Park, , ,1993,128642488.1,12864.24881,45788.33817,128642488.1,182206.7715,1418004589
57,1,14,20,Preah Monivong National Park,National Park,Preah Monivong (Bokor),National Park and ASEAN Heritage Park,Y,1993,141800.4589,"140,000",Kampot,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,First Biotech,2005,Y,Preah Monivong National Park,National Park, , ,1993,100170491.9,10017.04919,75216.23893,100170491.9,182206.7715,1418004589
58,1,14,62,Preah Monivong National Park,National Park,Preah Monivong (Bokor),National Park and ASEAN Heritage Park,Y,1993,141800.4589,"140,000",Kampot,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Virtus Green Plantation,2011,Y,Preah Monivong National Park,National Park, , ,1993,71878046.49,7187.804649,63819.0794,71878046.49,182206.7715,1418004589
59,1,14,71,Preah Monivong National Park,National Park,Preah Monivong (Bokor),National Park and ASEAN Heritage Park,Y,1993,141800.4589,"140,000",Kampot,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Bokor Sok Kong,2011,Y,Preah Monivong National Park,National Park, , ,1993,173376685.2,17337.66852,145718.9564,173376685.2,182206.7715,1418004589
60,0,15,-1,Phnom Kulen National Park,National Park,Phnom Kulen,National Park,N,1993,37375.07778,"37,500",Siem Reap,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf; Ministry_of_Environment_Kulen__28.07.2014.pdf,22/5/2014,English,,,,,,,,,,,,,,,100682.9303,373750778.7
64,1,17,37,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Bean Heak,2010,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,43888800.87,4388.880087,28280.0003,43888800.87,316421.3918,2492237892
65,1,17,38,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,CRCK 2,2010,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,75427428.95,7542.742895,35475.1688,75427428.95,316421.3918,2492237892
66,1,17,44,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Caoutchouc Mekong,2010,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,88924761.02,8892.476102,45589.97397,88924761.02,316421.3918,2492237892
67,1,17,49,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,An Mady Group,2010,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,101344026.8,10134.40268,45223.87449,101344026.8,316421.3918,2492237892
68,1,17,50,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,C.A.D.I,2010,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,82195405.43,8219.540543,42278.0252,82195405.43,316421.3918,2492237892
69,1,17,56,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Rithy Granite (Cambodia),2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,20360263.97,2036.026397,19661.60706,20360263.97,316421.3918,2492237892
70,1,17,68,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,CRCK 2,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,21836609.19,2183.660919,20900.16061,21836609.19,316421.3918,2492237892
71,1,17,69,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Bean Heak 2,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,55809482.41,5580.948241,30134.02662,55809482.41,316421.3918,2492237892
72,1,17,75,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Sovannaphum Viniyok Kase-Usahakam,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,99132446.52,9913.244652,39961.9432,99132446.52,316421.3918,2492237892
73,1,17,76,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Try Pheap Import & Export,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,99402200.27,9940.220027,52963.54781,99402200.27,316421.3918,2492237892
74,1,17,84,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Tepi Agro Investment,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,9994904.304,999.4904304,13721.89021,9994904.304,316421.3918,2492237892
75,1,17,87,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Sambath Platinum,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,24825399.07,2482.539907,21745.75664,24825399.07,316421.3918,2492237892
76,1,17,89,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Srey Panha Aphivath,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,4161226.704,416.1226704,9597.220226,4161226.704,316421.3918,2492237892
77,1,17,96,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Pour Khouch Aphivath,2011,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,3589445.654,358.9445654,12455.01017,3589445.654,316421.3918,2492237892
78,1,17,107,Beng Per Wildlife Sanctuary,Wildlife Sanctuary,Beng Per,Wildlife Sanctuary,N,1993,249223.7892,"242,500",Kampong Thom,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Green Choice (Cambodia),2012,Y,Beng Per Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,107389710.3,10738.97103,50895.9176,107389710.3,316421.3918,2492237892
79,1,18,23,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Coviphama,2008,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,53373742.31,5337.374231,34429.71627,53373742.31,168022.3822,458795083.9
80,1,18,25,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Dak Lak,2008,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,50895756.76,5089.575676,41711.83619,50895756.76,168022.3822,458795083.9
81,1,18,32,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Varanasi - SOCFIN KCD,2009,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,25412723.27,2541.272327,23920.78039,25412723.27,168022.3822,458795083.9
82,1,18,42,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Sethikula - SOCFIN KCD,2010,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,42930732.39,4293.073239,43823.61203,42930732.39,168022.3822,458795083.9
83,1,18,59,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,K-Peace / Sitthi Agriculture Plantation,2011,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,5222597.894,522.2597894,13588.21066,5222597.894,168022.3822,458795083.9
84,1,18,102,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary,Pnom Namlear,Wildlife Sanctuary,N,1993,45879.50841,"47,500",Mondul Kiri,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Mega First Corportation,2012,Y,Phnom Namlear Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,95062127.53,9506.212753,45006.68934,95062127.53,168022.3822,458795083.9
85,1,19,7,Dong Peng Multiple Use Area,Multiple Use Management Area,Dong Peng,Multiple Use Management Area,N,1993,29098.45648,"27,700",Koh Kong,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,Not found,2/22/2011, ,2011,Y,Dong Peng Multiple Use Area,Multiple Use Management Area, , ,1993,632399.0088,63.23990088,4459.470256,632399.0088,104533.3384,290984564.7
91,1,25,16,Roniem Daun Sam II Wildlife Sanctuary,Wildlife Sanctuary,Roniem Daun Sam II,Wildlife Sanctuary,N,1993,21267.92452,"21,335",Battambang,Not found,Not found,Royal_Decree_No_291__29.09.2003.pdf,22/5/2014,English, , ,Leang Hour Hong,2000,Y,Roniem Daun Sam II Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,109190295.4,10919.02954,80885.09078,109190295.4,64744.08985,212679244.4
92,1,26,14,Protected Landscape Banteay Chmar,Protected Landscape,Banteay Chhmar,Protected Landscape,N,1993,84720.26948,"81,200","Banteay Meanchey, Oddar Meanchey",Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,12/3/2010,Not found, ,2010,Y,Protected Landscape Banteay Chmar,Protected Landscape, , ,1993,11137145.76,1113.714576,14514.63763,11137145.76,167744.6755,847202694.7
93,1,26,67,Protected Landscape Banteay Chmar,Protected Landscape,Banteay Chhmar,Protected Landscape,N,1993,84720.26948,"81,200","Banteay Meanchey, Oddar Meanchey",Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Cheat Aphivat,2011,Y,Protected Landscape Banteay Chmar,Protected Landscape,Protected Landscape,N,1993,60546336.16,6054.633616,47478.34745,60546336.16,167744.6755,847202694.7
95,1,28,5,Tonle Sap Biosphere Multiple Use Area,Multiple Use Management Area, , ,N,1993,331424.4668,"316,250","Kampong Chhnang, Kampong Thom, Siem Reap, Battambang, Pursat",Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,1/8/2000,Not found, ,2000,Y,Tonle Sap Biosphere Multiple Use Area,Multiple Use Management Area, , ,1993,3333499805,333349.9805,413231.2767,3333499805,845395.4137,3314244669
96,1,29,5,Tonle Sap Biosphere Multiple Use Area,Multiple Use Management Area, , ,N,1993,331424.4668,"316,250","Kampong Chhnang, Kampong Thom, Siem Reap, Battambang, Pursat",Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,1/8/2000,Not found, ,2000,Y,Tonle Sap Biosphere Multiple Use Area,Multiple Use Management Area, , ,1993,3333499805,333349.9805,413231.2767,3333499805,845395.4137,3314244669
100,0,33,-1,Cultural Resort of Banteay Chmar Temple,Protected Landscape,Banteay Chhmar,Protected Landscape,N,1993,871.8474837,780,Banteay Meanchey,Not found,Not found,Royal_Decree_No_117__13.03.2003.pdf; Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,,,,,,,,,,,,,,,15113.80132,8718474.636
115,1,38,3,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,11/23/2001,Not found, ,2001,Y,Siem Pang Wildlife Sanctuary,Wildlife Sanctuary,Protected Forest,Y,2014,1577968932,157796.8932,281578.7471,1577968932,529037.3279,3386327076
116,1,38,10,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,Not found,10/28/2011, ,2011,Y,Virachey National Park,National Park, , ,1993,73344515.14,7334.451514,60969.08534,73344515.14,529037.3279,3386327076
117,1,38,57,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Try Pheap Import Export,2011,Y,Virachey National Park,National Park,National Park and ASEAN Heritage Park,Y,1993,95897311.54,9589.731154,50638.41872,95897311.54,529037.3279,3386327076
118,1,38,58,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Try Pheap MDS,2011,Y,Virachey National Park,National Park,National Park and ASEAN Heritage Park,Y,1993,91468036.66,9146.803666,45796.25682,91468036.66,529037.3279,3386327076
119,1,38,60,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Noupheap Sophy,2011,Y,Virachey National Park,National Park, , ,1993,97803190.72,9780.319072,90435.18418,97803190.72,529037.3279,3386327076
120,1,38,61,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Srun Sovannaphoum Investment,2011,Y,Virachey National Park,National Park,National Park and ASEAN Heritage Park,Y,1993,101672452.8,10167.24528,66738.30012,101672452.8,529037.3279,3386327076
121,1,38,65,Virachey National Park,National Park,Virachey,National Park and ASEAN Heritage Park,Y,1993,338632.7077,"332,500",Stung Treng,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Hoang Anh Andong Meas,2011,Y,Virachey National Park,National Park,National Park and ASEAN Heritage Park,Y,1993,97583952.21,9758.395221,45144.76425,97583952.21,529037.3279,3386327076
122,1,39,6,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English,10/24/2011,Not found, ,2011,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,107817604,10781.7604,47448.59334,107817604,221287.222,753974706.9
123,1,39,34,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Hout Sambath,2009,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,64262402.05,6426.240205,34370.343,64262402.05,221287.222,753974706.9
124,1,39,35,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Samnang Angkor,2009,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,15648109.67,1564.810967,20661.95526,15648109.67,221287.222,753974706.9
125,1,39,46,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Trach Nhiem Han Dau,2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,45216379.04,4521.637904,53351.58082,45216379.04,221287.222,753974706.9
126,1,39,47,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Vietnam Kampuchia Economic Trade and Industry (VKETI),2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,49514603.58,4951.460358,30319.04817,49514603.58,221287.222,753974706.9
127,1,39,48,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Sovann Reachsey,2010,Y,Keo Seima Wildlife Sanctuary,Wildlife Sanctuary, , ,2004,65371319.75,6537.131975,48058.07831,65371319.75,221287.222,753974706.9
128,1,39,51,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,TTY,2010,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,94932856.33,9493.285633,57473.47881,94932856.33,221287.222,753974706.9
129,1,39,52,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Memot Rubber Plantation,2010,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary, , ,1993,98236106.46,9823.610646,73271.77623,98236106.46,221287.222,753974706.9
130,1,39,54,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Snoul,Wildlife Sanctuary,N,1993,75397.47065,"75,000",Kratie,Not found,Not found,Royal_Decree_on_Protected_Areas__01.11.1993.pdf,22/5/2014,English, , ,Sovann Vuthy,2010,Y,Snuol Wildlife Sanctuary,Wildlife Sanctuary,Wildlife Sanctuary,N,1993,50803411.99,5080.341199,47187.11925,50803411.99,221287.222,753974706.9
